protein_id	D311	U311	S311	E311	L311	D312	U312	S312	E312	L312	D121	U121	S121	E121	L121	D122	U122	S122	E122	L122	D321	U321	S321	E321	L321	D322	U322	S322	E322	L322
sp|Q99726|ZNT3_HUMAN	8.95681	8.71825	9.10035	9.01144	13.0681	11.6247	7.22993	6.70642	12.6779	12.9062	11.4181	10.1325	10.4944	8.84592	14.0832	10.1713	9.36573	5.88885	9.12982	10.4702	9.08306	8.68035	11.2699	8.95246	11.1062	11.275	8.46905	8.37261	11.821	10.9704
sp|Q99729-2|ROAA_HUMAN	10.0665	9.35899	9.2522	9.36494	9.58575	9.72173	10.8204	10.2875	11.003	10.539	10.5762	10.3121	10.0684	10.2176	9.93412	9.77095	9.52407	10.0343	10.1893	9.37304	9.88965	9.91285	9.43111	9.66313	9.46022	9.62997	10.5242	10.5393	10.9638	9.9857
sp|Q99733|NP1L4_HUMAN	9.13771	10.0744	8.30629	10.0398	9.80931	10.9466	10.4251	11.0395	9.57979	10.6416	9.8537	9.86827	9.24731	9.6642	9.74044	10.2245	10.5243	10.5405	10.306	10.0307	9.93822	9.97912	9.28209	9.28532	9.55746	9.50878	10.6333	10.9997	10.5827	10.2334
sp|Q99747|SNAG_HUMAN	10.1646	11.3198	9.93229	10.9173	10.0421	10.3216	10.3236	10.9454	7.75687	8.27642	10.7481	9.37398	10.439	9.92959	9.69951	10.0084	10.4763	10.6073	9.37359	9.34421	9.81347	10.2636	10.5617	10.2996	9.78278	9.62122	11.0887	10.5454	8.93119	9.09234
sp|Q99755|PI51A_HUMAN	9.10149	12.528	10.4936	11.9234	8.29361	9.27258	6.65464	10.0198	10.2678	11.4452	10.5049	10.3917	10.8088	10.2398	10.1441	9.61452	9.45339	8.71319	9.66855	10.4611	10.1227	10.8798	12.2091	12.1708	8.56024	10.2257	8.74542	7.57291	9.45172	10.0616
sp|Q99757|THIOM_HUMAN	8.71557	9.49262	8.64367	9.42162	10.6072	11.2021	10.4436	11.3841	9.69955	10.3899	10.7447	8.53376	10.2842	9.50919	10.5075	9.02279	10.3492	9.91491	11.8192	9.31458	9.77727	8.95374	8.78267	8.88843	9.29243	10.8443	11.7273	11.9909	10.1492	9.59384
sp|Q99758|ABCA3_HUMAN	5.39539	5.23445	5.70482	5.59139	8.18423	19.6509	14.6007	8.72027	15.2236	11.6943	8.82643	10.7552	8.9371	9.86051	10.0603	10.3206	9.64962	10.1195	10.4963	10.9744	7.55114	9.81091	6.54966	7.08467	9.85983	8.06203	9.21257	14.3228	17.5226	10.0238
sp|Q99766|ATP5S_HUMAN	9.27451	9.69805	9.50303	9.63712	9.868	9.68523	10.1315	10.0226	11.372	10.808	9.67204	10.5812	8.80344	10.3085	8.98504	10.832	9.47277	10.3435	10.0662	10.9352	10.4995	9.65054	9.96022	9.08555	9.15988	10.7121	10.7706	9.86784	9.55364	10.7401
sp|Q99797|MIPEP_HUMAN	9.37721	8.88327	9.0291	9.06232	10.1859	9.30142	11.3094	11.9998	10.5695	10.2821	9.68481	8.57429	8.74037	10.2528	10.9863	9.80314	9.28913	11.6475	10.461	10.5607	9.60519	9.67144	9.81756	9.51947	9.65504	10.0822	11.3998	11.378	9.15967	9.71163
sp|Q99798|ACON_HUMAN	9.25371	8.85123	9.3409	9.4033	10.0588	10.0428	11.0206	10.7148	10.7815	10.5324	10.2404	9.83633	9.60672	9.82054	9.37287	9.77225	10.1993	10.4203	10.631	10.1002	9.00896	9.48851	10.0284	9.83553	10.2706	10.4638	10.0046	10.6139	9.875	10.4106
sp|Q99805|TM9S2_HUMAN	9.65804	10.291	10.1085	10.0646	11.2682	10.1466	9.99202	9.90668	9.3903	9.17409	10.1757	10.0554	10.1329	9.85151	10.4123	10.6547	9.77304	9.85726	9.65159	9.43568	9.52213	9.15587	9.74693	9.45788	10.8842	10.123	10.7964	10.6938	10.1749	9.44484
sp|Q99807|COQ7_HUMAN	8.15039	9.54514	9.23399	10.3604	11.1818	9.60218	8.90285	9.37302	11.6618	11.9885	10.2203	9.70548	9.47945	9.38185	11.5176	9.83883	9.76576	8.76181	11.4141	9.91486	9.84108	8.39922	8.99609	8.81834	9.76565	11.1616	11.0173	11.0019	10.5249	10.4739
sp|Q99808|S29A1_HUMAN	8.68128	7.12959	8.57648	7.27956	10.3517	9.30266	10.5999	13.1086	12.4064	12.5638	8.7887	9.27946	10.3655	10.0776	12.3393	9.99714	10.413	7.67109	10.3001	10.768	9.11383	10.0299	9.31136	8.57151	10.6622	9.73355	9.71957	10.7339	11.2337	10.8904
sp|Q99816|TS101_HUMAN	9.95644	9.79728	10.239	9.72396	9.88307	9.92556	10.0072	9.9274	10.2095	10.3306	10.1359	10.0022	10.5676	9.37114	10.2474	9.98209	10.3609	9.55995	9.85068	9.92217	10.1081	9.65186	10.1694	9.85371	9.9484	9.8039	10.0601	9.45925	10.6692	10.276
sp|Q99829|CPNE1_HUMAN	9.80115	10.1725	9.19963	9.32634	10.1203	9.30147	10.1618	9.45442	11.617	10.8454	10.4469	9.90678	9.5996	9.7927	9.65821	9.9719	10.0587	10.1593	10.2742	10.1318	9.4706	10.5818	9.8241	9.79138	10.3763	9.59976	9.33444	9.56419	10.955	10.5024
sp|Q99832|TCPH_HUMAN	9.88471	10.7684	9.86485	10.1596	9.48535	9.71503	10.3661	10.2599	9.73852	9.75765	10.0785	10.1298	10.1041	9.95074	9.9178	9.97095	10.2732	10.0321	9.83187	9.71092	10.0987	9.89575	9.46687	9.63322	9.51766	9.1423	10.7551	10.49	10.7605	10.2399
sp|Q99848|EBP2_HUMAN	9.47327	10.9439	9.8132	10.0371	9.73744	9.81587	10.8638	9.95547	9.48596	9.87397	10.2365	10.4508	10.1556	9.93713	9.50499	10.0567	9.80315	10.2433	9.98498	9.62672	10.0196	9.23661	9.88803	9.40079	9.90227	10.1525	10.5426	10.3182	9.92289	10.6165
sp|Q99856|ARI3A_HUMAN	10.0527	9.7809	10.1475	8.42877	9.97798	10.3121	9.66007	9.92745	10.8145	10.898	10.6038	9.82951	10.0478	10.5377	10.6871	9.62162	9.15326	9.63708	9.87683	10.0054	10.1573	9.41467	9.54239	10.4135	10.4825	10.5034	9.11794	9.50974	10.5387	10.3198
sp|Q99873|ANM1_HUMAN	9.65013	9.84068	10.3822	9.72349	10.8789	9.58324	9.27946	9.37931	10.5687	10.7139	10.0231	9.78222	10.6161	9.15199	12.0119	9.7907	9.57713	8.53043	10.1318	10.3846	9.92996	8.63845	10.076	8.89491	10.5698	9.79409	11.1022	10.024	11.1936	9.77691
sp|Q99933|BAG1_HUMAN	10.3618	10.9502	10.6097	10.3313	10.3845	10.0059	9.73299	9.0598	9.43318	9.13061	9.8063	10.775	9.44554	10.264	9.42587	10.6083	9.80177	9.75485	10.3664	9.7521	10.3071	10.8297	8.77944	10.1824	10.1819	10.0563	9.86701	10.101	10.5271	9.16812
sp|Q99942|RNF5_HUMAN	9.95068	8.91463	10.5331	10.05	10.3514	10.7616	10.5618	10.8257	8.95322	9.09787	10.0942	9.91616	9.98182	10.2464	10.9527	10.4457	10.0929	10.3583	8.31261	9.59919	10.8784	11.0869	9.50088	9.5986	10.7712	9.89634	8.51119	8.66414	11.1974	9.89499
sp|Q99959|PKP2_HUMAN	10.7426	10.079	11.3368	10.3294	9.84094	9.6622	9.04757	8.6566	10.2328	10.072	10.3062	10.163	10.0243	9.83976	9.9472	9.50682	9.73263	9.65254	10.2642	10.5634	10.3989	10.1436	10.5397	10.9098	10.3177	9.67733	8.92325	8.37976	10.2263	10.4838
sp|Q99961|SH3G1_HUMAN	9.72278	11.3754	10.1696	10.6143	10.1198	10.8015	10.0303	9.62148	8.92974	8.61507	10.1602	10.7908	10.0954	10.4944	9.93539	10.3706	9.55043	10.371	8.98838	9.24337	10.2565	10.3223	9.6205	10.4307	9.58043	9.79466	10.3574	10.3582	9.6879	9.59135
sp|Q99963-3|SH3G3_HUMAN	9.474	10.5973	10.533	10.815	9.96985	10.2068	8.97143	8.78336	11.1964	9.45278	9.59308	9.62074	10.3609	8.64564	11.106	10.2927	9.58894	9.32907	11.194	10.269	9.55698	10.5246	9.88538	9.63397	9.96961	9.92505	8.91555	8.8968	11.372	11.3201
sp|Q99986|VRK1_HUMAN	8.82411	10.3686	7.98476	8.73578	9.39553	8.34112	9.84871	9.73144	13.2175	13.5525	9.22816	9.78876	10.1359	9.26427	10.8977	10.469	9.26629	8.7885	11.1407	11.0207	9.52336	9.69697	8.19581	7.84548	8.04247	8.48394	11.3709	11.2445	13.1142	12.4823
sp|Q99988|GDF15_HUMAN	8.51706	9.80503	9.15006	9.31207	11.1375	8.9847	13.1907	11.4474	7.79099	10.6645	11.1229	9.90909	9.24566	9.801	9.77841	8.65717	10.1851	10.6795	9.97302	10.6482	7.5093	10.3728	9.53755	9.14612	10.3355	8.83096	12.4265	12.5769	9.54788	9.71652
sp|Q99996-6|AKAP9_HUMAN	10.0117	10.3848	9.82076	10.034	10.7269	10.275	9.72812	9.51223	9.70775	9.79876	9.83152	10.5008	9.87226	10.1883	9.42238	10.1728	9.91246	10.4045	9.74792	9.94713	10.3071	10.5882	10.2076	9.76712	10.2187	9.72895	9.52221	9.99321	9.90841	9.7585
sp|Q9BPW8|NIPS1_HUMAN	8.79047	7.35588	8.4976	8.41247	9.96055	10.3567	11.1915	11.753	11.5871	12.0948	9.84115	9.08388	9.57269	9.22779	10.1039	10.4192	10.1699	10.194	10.4444	10.9431	9.3411	9.09357	9.49258	9.32899	9.5598	10.4865	11.433	11.096	10.0357	10.1327
sp|Q9BPX3|CND3_HUMAN	10.955	9.94972	8.25711	9.69252	8.86223	8.9903	10.451	11.4888	10.613	10.7403	8.99467	9.66566	11.0068	8.58344	12.7434	10.9122	8.35826	8.73174	9.81255	11.1912	10.2209	10.062	9.60005	9.75915	9.26859	8.74087	10.841	10.1907	11.271	10.0458
sp|Q9BPX5|ARP5L_HUMAN	9.56008	11.186	8.594	10.2561	9.87093	10.5217	10.0572	10.57	9.62919	9.75482	9.78842	9.7373	9.83424	9.02715	9.02014	9.93037	11.2123	10.6228	10.2937	10.5336	10.8742	10.3572	9.77098	9.28623	8.95965	9.94971	11.4831	10.2526	10.5026	8.56383
sp|Q9BPX6-3|MICU1_HUMAN	8.91481	9.88689	10.2253	10.6956	10.4702	10.5321	9.75369	9.94398	9.82442	9.753	9.46536	10.764	9.58548	10.0703	9.62611	10.4937	9.71158	10.0232	9.97856	10.2817	8.43878	9.09151	12.3432	10.2368	9.69245	9.92092	10.9413	9.77076	9.75069	9.81357
sp|Q9BPY3|F118B_HUMAN	9.87616	10.5373	8.55545	10.5851	10.6288	11.9966	8.15545	8.00546	10.3637	11.2959	10.9626	9.69789	9.92807	9.00817	9.72079	9.84548	9.40402	7.62452	13.5206	10.2879	11.1231	9.95445	10.1644	10.0005	10.2608	10.4768	8.54008	8.82087	10.6249	10.0341
sp|Q9BPZ7|SIN1_HUMAN	10.8643	8.83986	10.7121	8.71112	11.112	8.90809	9.08321	8.4757	11.9156	11.378	9.37088	10.7263	8.50115	10.4506	10.2921	9.99706	9.60545	10.2828	10.0733	10.7003	9.72444	10.6065	9.91612	10.157	10.4612	9.84466	8.84715	9.69034	9.85955	10.893
sp|Q9BQ15|SOSB1_HUMAN	9.25817	10.0829	10.7566	10.2384	10.2659	10.4728	9.93219	8.81659	10.2073	9.96916	11.0387	9.23149	10.2267	10.8136	10.6998	10.8173	9.30962	10.0489	9.77401	8.04011	10.0021	9.87743	10.7085	10.2552	8.8012	10.0054	10.4191	10.1252	9.89121	9.91468
sp|Q9BQ24-2|ZFY21_HUMAN	9.52069	11.0787	10.1253	9.98318	10.1265	9.22986	9.55294	8.9169	9.44959	12.0164	8.44088	10.2472	9.61311	10.041	10.7994	10.277	10.2422	9.72729	9.39686	11.2152	9.9715	8.41857	10.3679	10.8379	9.60717	10.2282	10.2228	10.0536	9.44413	10.8482
sp|Q9BQ39|DDX50_HUMAN	9.89668	9.4216	10.2109	10.5263	10.3803	10.1935	9.97559	9.23818	10.3783	9.77863	10.0031	10.1833	10.1965	10.5517	9.7823	10.4251	9.27307	10.0692	9.88503	9.6307	9.84998	10.8187	10.2043	10.1439	9.5647	9.92338	9.69734	10.2676	9.81141	9.71869
sp|Q9BQ48|RM34_HUMAN	9.82389	10.0216	9.71717	10.0825	11.1421	9.60962	10.5721	9.81522	9.23382	9.98202	9.83208	9.48137	10.4681	9.77721	9.75057	10.1939	10.5692	10.3524	9.78643	9.78871	10.86	8.78418	8.67697	8.46519	10.5837	12.8384	10.3391	8.97658	9.25132	11.2246
sp|Q9BQ52|RNZ2_HUMAN	8.4855	9.0409	9.78844	9.17078	11.1542	11.1974	9.96531	8.26379	11.3034	11.6303	10.1233	10.5998	9.84911	9.84799	10.1789	10.4554	9.05431	9.7812	10.2856	9.82442	8.89552	9.36766	9.42879	9.28044	10.5464	10.5422	10.35	10.7656	10.3864	10.437
sp|Q9BQ61|CS043_HUMAN	8.2115	15.2508	8.781	10.0458	10.341	7.73663	9.5668	8.43249	11.3614	10.2726	9.39468	11.0444	10.593	8.85519	9.47373	10.3232	11.5648	10.2718	9.44004	9.03917	10.1283	10.2876	9.49027	10.3823	8.91657	9.82181	10.8655	10.9364	9.92787	9.24337
sp|Q9BQ67|GRWD1_HUMAN	8.63098	9.35322	9.58483	10.3201	10.8404	10.3925	10.2846	10.2272	10.9046	9.46159	9.82616	11.6117	9.59614	10.5587	10.0998	10.7652	8.74798	9.88989	9.46998	9.43438	9.25129	9.37547	9.21734	9.60517	9.55964	9.98976	10.7377	11.9855	10.4775	9.8006
sp|Q9BQ69|MACD1_HUMAN	8.95371	7.72557	8.25692	8.28607	10.2267	9.07063	11.4965	11.9275	12.0113	12.045	9.13556	9.34091	9.51055	9.55784	10.1077	10.04	11.1372	9.80072	10.3808	10.9888	9.18567	9.62117	9.69685	9.30285	9.77945	10.5167	10.947	10.7583	9.62473	10.5673
sp|Q9BQ70|TCF25_HUMAN	10.1183	9.37	10.3158	10.2648	10.501	10.5632	9.45017	9.0676	10.695	9.65418	9.56769	9.29824	9.62022	9.32851	10.7964	11.0967	10.3269	9.2908	10.2054	10.4692	10.057	10.2514	10.1716	10.3891	10.2182	10.8296	9.21213	8.74949	9.75027	10.3712
sp|Q9BQ75|CMS1_HUMAN	9.2765	10.2429	9.59096	10.1498	10.3156	8.80707	10.9158	10.5678	9.79917	10.3344	10.736	9.89282	9.77437	9.65895	10.3096	9.20779	10.1062	9.42858	10.4658	10.4199	9.23597	10.2522	9.44957	10.1372	10.1343	9.22891	11.5204	9.49692	10.2029	10.3417
sp|Q9BQ90|KLDC3_HUMAN	9.38883	9.54417	8.89949	10.2446	12.3981	9.27967	8.02467	9.32246	12.0855	10.8124	9.23183	9.60139	9.18047	10.2469	10.9761	9.65629	10.1104	8.73829	11.1262	11.1322	9.14937	9.43319	9.09933	10.4754	10.6207	11.301	10.8488	8.93038	10.2618	9.88007
sp|Q9BQ95|ECSIT_HUMAN	9.43114	8.5479	9.80621	9.67597	11.229	10.512	10.4552	10.6173	9.9222	9.80313	10.2427	10.8872	10.3498	9.67813	10.3135	9.65114	10.8987	9.36232	9.44805	9.16843	9.98731	9.38059	9.53049	9.71905	10.3544	10.6097	11.1682	11.2556	9.06376	8.93089
sp|Q9BQA1|MEP50_HUMAN	10.2305	9.51171	9.99028	9.53995	9.73977	9.65805	10.4326	10.5989	10.3403	9.95793	10.3887	9.742	10.0693	9.78047	10.6262	9.39419	10.0192	9.62407	10.1334	10.2225	9.65046	10.5573	9.61893	9.88438	9.73007	9.34809	10.2432	10.3449	10.1384	10.4843
sp|Q9BQA9|CQ062_HUMAN	8.91059	9.31688	11.0354	8.92355	10.7123	8.68446	9.31789	11.1478	10.5072	11.4438	9.27187	10.1581	10.2669	9.59833	11.1803	9.90741	10.3551	8.6997	10.037	10.5253	8.72079	9.61129	10.2885	10.0514	10.6118	10.0932	10.2028	10.6718	9.74956	9.99871
sp|Q9BQB6|VKOR1_HUMAN	9.87654	12.5405	8.69766	9.79951	9.41412	9.85188	9.49179	11.712	9.46132	9.15468	7.49922	11.5612	8.74819	10.6474	9.1104	10.9412	9.43596	11.1961	8.45661	12.4037	9.33403	10.6289	10.0063	9.04038	9.9707	9.8643	9.8534	9.9377	11.2635	10.1008
sp|Q9BQC3|DPH2_HUMAN	9.72832	12.1169	10.2172	10.9014	10.9208	11.3226	8.21277	7.67783	8.89864	10.0034	9.18993	10.3602	9.3912	10.5666	7.7425	10.5876	9.78942	9.91016	10.9935	11.4688	9.62142	11.4208	9.85272	10.1853	9.39302	9.61853	9.8529	10.4866	9.2544	10.3143
sp|Q9BQC6|RT63_HUMAN	8.03135	10.7674	8.49207	10.0105	9.66423	11.1563	9.52097	12.0063	9.91925	10.4317	9.46177	8.75102	10.014	8.95474	9.66439	9.5808	10.8389	10.6922	10.5579	11.4842	10.4283	8.43991	9.36675	8.87431	8.49169	10.8873	13.3309	11.4629	9.17661	9.54143
sp|Q9BQE3|TBA1C_HUMAN	10.0559	10.6994	10.3154	9.36854	9.9206	9.67479	10.28	9.94622	9.78144	9.95767	10.2062	10.2045	10.3452	9.62197	9.66601	10.2138	9.67914	9.68562	10.0551	10.3223	9.32361	9.31777	9.82872	9.32688	10.1753	9.70578	11.0217	10.2873	11.028	9.98494
sp|Q9BQE4|SELS_HUMAN	10.7723	10.6423	12.3575	9.30015	12.4544	9.25632	9.29276	8.63198	9.96297	7.32929	10.9598	11.1867	12.6487	8.65039	10.7914	9.50554	9.23734	9.16318	8.35067	9.50614	11.754	11.7028	10.619	9.70496	8.75295	9.915	8.54264	8.50578	9.93179	10.5711
sp|Q9BQE5|APOL2_HUMAN	9.93979	9.11836	9.49381	9.80889	11.9087	10.8687	10.2261	10.3003	9.30228	9.03302	9.88567	8.89693	9.47867	10.4715	10.6346	10.0308	10.2439	10.1995	10.5301	9.62827	9.47032	10.6702	10.0087	10.1122	11.6061	11.2576	9.02467	9.44809	9.14296	9.25926
sp|Q9BQE9|BCL7B_HUMAN	7.78422	12.0282	11.3994	11.1636	11.2928	12.8296	6.124	6.8873	9.79557	10.6953	9.79716	10.6658	10.6844	11.3463	8.49272	9.96447	10.3466	10.1744	9.45203	9.07607	10.7326	10.0708	10.5178	10.5245	10.1591	10.3949	7.64301	9.311	10.5063	10.14
sp|Q9BQG0-2|MBB1A_HUMAN	10.5248	10.5014	10.4079	9.55476	8.78652	8.80022	11.1114	10.1609	9.92603	10.2261	9.54584	10.239	10.2172	10.1157	10.8283	10.1835	9.7817	9.50198	9.61418	9.97263	9.86785	9.81843	10.0616	9.69606	9.50095	9.39684	10.7034	11.1047	9.81957	10.0306
sp|Q9BQG2|NUD12_HUMAN	9.8569	9.73489	9.92222	9.77211	9.01186	10.1793	10.359	9.39982	11.1628	10.6011	9.61301	10.1371	10.0623	9.90803	9.20975	10.0621	10.2339	10.0994	10.6929	9.98149	10.4645	10.0302	10.2331	9.54152	9.17178	9.7136	9.96905	10.052	10.4095	10.4148
sp|Q9BQJ4|TMM47_HUMAN	11.1953	9.31112	12.1935	8.42965	9.1279	7.67574	7.56274	9.51329	12.9825	12.0082	8.33629	9.31615	10.2859	11.9503	11.6607	8.63359	8.96941	8.48191	9.36029	13.0053	10.2092	8.78162	11.0693	9.56765	11.608	9.86376	7.56372	7.66397	11.9046	11.768
sp|Q9BQK8-2|LPIN3_HUMAN	9.7463	10.316	10.4133	9.47342	12.5234	9.05781	10.6884	9.32189	9.62753	8.83193	9.56461	10.2782	9.37327	10.4803	10.3403	10.4382	10.2113	10.7014	9.24847	9.36409	10.2567	10.6853	9.01847	9.69792	10.5071	9.92356	9.91428	10.7382	9.86198	9.39648
sp|Q9BQP7|MGME1_HUMAN	8.90732	8.82364	8.03465	9.7706	9.41308	9.83102	9.98319	10.1334	12.5928	12.5103	9.808	9.11696	9.72508	8.42922	9.97503	9.33736	10.5335	8.59698	13.2821	11.1958	8.98169	9.11563	9.33527	9.80853	9.33456	9.79536	9.92967	10.4296	11.8207	11.449
sp|Q9BQQ3|GORS1_HUMAN	11.1678	8.89035	10.8978	10.5088	11.4963	10.8735	10.0272	9.04216	9.06491	8.03124	11.0058	9.6289	10.4785	10.8661	10.3473	10.4135	9.10457	10.0575	9.29901	8.79876	11.3342	11.3694	11.0351	10.4685	10.1335	9.84041	9.33601	9.38802	8.35683	8.73796
sp|Q9BQS7-3|HEPH_HUMAN	10.4154	10.6422	9.10323	10.2519	10.6369	11.5214	9.38117	9.68174	9.07547	9.29065	9.49258	9.63827	10.0016	10.5282	9.55587	10.461	10.0419	11.0815	9.44151	9.75759	11.3192	10.5342	10.9146	10.7811	10.1188	10.2344	9.74491	9.16066	8.20506	8.9871
sp|Q9BQS8|FYCO1_HUMAN	9.14503	9.45264	9.48973	10.1216	11.5798	11.4459	9.14384	9.00731	10.292	10.3222	9.5815	9.89273	9.98279	10.381	10.1386	10.5566	9.94611	10.2068	9.6439	9.66997	9.38909	10.0218	10.4806	9.65551	11.5013	11.1076	8.75321	9.44106	10.0386	9.61127
sp|Q9BQT8|ODC_HUMAN	9.57807	8.27758	9.38791	9.00728	10.226	9.73759	10.8672	10.1874	11.8868	10.8441	10.1324	9.1791	10.1533	8.94468	10.0506	9.82547	10.3845	9.86086	10.909	10.5601	9.62926	8.70939	9.37745	9.24788	10.5302	10.1521	10.1272	10.7334	10.5778	10.9152
sp|Q9BR09|NEUL2_HUMAN	8.8441	9.84235	10.0579	8.65332	11.3057	8.6885	12.3728	8.6411	11.5882	10.0061	9.76155	9.55481	9.73086	9.85434	11.2813	9.38956	10.9657	9.62032	9.3279	10.5137	11.3067	11.5131	9.61906	9.61984	10.4266	9.3568	10.9289	10.8064	8.91549	7.50725
sp|Q9BR39|JPH2_HUMAN	9.9882	10.8153	9.82382	10.1363	9.74197	10.0246	10.0078	10.033	9.61313	9.81597	9.87098	11.0707	9.85065	10.1288	9.58724	9.94598	10.483	9.83088	9.66703	9.56471	9.54919	9.79312	10.0516	10.0219	10.7172	9.98735	9.82442	9.66839	10.5468	9.84008
sp|Q9BR76|COR1B_HUMAN	9.69407	10.0617	9.7238	10.391	9.69528	10.214	10.3419	10.3099	9.42347	10.1451	10.8995	9.51244	9.6684	10.6423	10.0912	9.6518	9.83931	9.95765	10.2552	9.48222	9.5851	9.89149	10.0094	9.78133	10.2648	10.0847	10.2684	10.1981	9.81291	10.1038
sp|Q9BRA0-2|LSMD1_HUMAN	9.94674	11.6758	10.7669	11.1102	10.5448	10.7875	9.29853	9.15001	8.36846	8.35105	10.749	9.53364	10.3152	10.4253	11.2763	9.85907	9.9643	9.28154	9.789	8.80663	10.0693	10.2753	11.1691	11.8454	9.55252	9.69687	9.34267	9.87906	9.14699	9.02279
sp|Q9BRA2|TXD17_HUMAN	10.0709	9.66191	10.1806	10.4928	10.5865	9.7663	10.2529	10.3317	9.43625	9.22008	9.37696	9.48704	10.3385	10.865	9.17411	10.6119	9.91472	10.6458	9.63395	9.95201	9.97841	10.5185	9.28789	9.88346	9.97528	9.57396	10.1918	10.3834	10.162	10.0452
sp|Q9BRC7|PLCD4_HUMAN	9.65681	7.80307	8.77691	11.1359	9.44208	8.90672	10.237	11.7168	12.2162	10.1085	9.56809	9.81007	9.75229	10.3349	10.511	10.3381	10.2472	9.82169	9.90536	9.71133	8.99538	9.51568	9.23723	10.5723	9.76062	10.9972	10.1518	12.4307	8.94877	9.39037
sp|Q9BRF8|CPPED_HUMAN	9.09617	9.32696	8.36946	8.7741	10.5354	9.51599	10.8799	10.4127	11.4353	11.654	9.33777	10.1852	9.20679	9.74709	10.1761	9.86439	10.6272	10.334	10.1392	10.3823	9.91285	10.151	9.42304	9.38899	9.73163	9.75642	10.7927	9.87275	10.6356	10.3351
sp|Q9BRG1|VPS25_HUMAN	10.2373	9.03191	9.54789	9.49544	10.0875	10.5886	10.4292	10.904	9.87596	9.80226	9.50173	9.9374	9.99785	10.4588	10.3317	10.1961	9.85167	10.0207	9.52428	10.1798	9.81533	12.2006	9.15062	8.92485	8.40748	9.76546	11.8156	11.079	9.84662	8.99437
sp|Q9BRJ2|RM45_HUMAN	9.29443	8.93134	9.318	9.39087	10.1423	9.83913	10.8364	10.987	10.6465	10.614	9.84355	9.88276	9.54787	9.34193	9.93666	9.80396	10.5184	9.57918	10.7562	10.7896	9.10574	9.38042	9.51429	9.52625	10.0053	10.2757	10.7616	11.4134	9.71778	10.2996
sp|Q9BRJ6|CG050_HUMAN	9.33353	9.80926	9.5572	9.22121	9.5876	10.3682	10.6101	9.76103	10.9182	10.8336	9.20182	10.2919	9.82052	10.0821	9.37017	10.0486	10.4937	9.93779	10.2854	10.4679	9.98477	9.33862	9.77717	8.89171	8.6726	11.4068	11.2885	9.22478	10.4678	10.9473
sp|Q9BRJ7|SDOS_HUMAN	10.3287	9.54614	10.643	9.5274	10.6133	9.32936	9.34898	9.67695	10.4004	10.5858	9.44484	9.56292	9.83735	9.86667	10.9204	10.5459	9.50739	9.5564	10.1677	10.5904	10.9679	9.47396	8.87887	9.27935	9.94844	10.6183	10.7888	9.94059	10.3524	9.75142
sp|Q9BRK4|LZTS2_HUMAN	9.24119	10.0641	10.8433	9.56082	10.0692	10.2255	8.80275	8.04284	11.9661	11.1842	9.71791	11.0864	10.7652	9.67542	8.42407	10.0001	9.45002	9.01234	9.93602	11.9325	9.93477	8.89651	10.0948	9.6719	10.6122	9.93956	8.6924	9.5537	11.278	11.3261
sp|Q9BRK5|CAB45_HUMAN	9.94409	10.4885	12.1029	11.4011	13.8814	11.5832	6.96582	6.7078	8.29989	8.62536	9.13637	9.61764	10.405	11.7447	10.5758	11.5391	8.5993	10.4616	8.43995	9.48064	11.9019	10.4045	10.2128	10.7718	9.96214	10.8745	9.43174	8.31851	9.32911	8.79295
sp|Q9BRL6|SRSF8_HUMAN	10.3281	13.8121	10.9347	9.33101	10.4117	8.46623	8.87183	8.33502	10.5648	8.94454	10.0684	10.381	10.1664	10.009	9.73459	10.3125	9.53665	10.2471	9.97008	9.57431	9.54546	10.0226	10.2097	9.9347	10.2419	9.60781	9.31909	9.83543	10.8594	10.4239
sp|Q9BRP8|WIBG_HUMAN	9.83545	10.2382	9.54646	10.6336	10.9345	10.5208	9.71115	9.89636	9.6291	9.05438	9.71109	9.99432	10.5311	10.287	9.87542	9.90802	10.2421	9.63171	9.78468	10.0345	9.75932	11.3106	9.96398	9.14149	10.1227	9.77276	10.2916	9.4145	9.74315	10.4799
sp|Q9BRQ6|CHCH6_HUMAN	9.41482	9.56867	8.99714	9.87215	10.4153	9.91336	11.16	10.7387	10.4904	9.42934	10.5455	11.1634	10.4531	9.83561	9.66223	9.66184	9.99402	9.7883	9.9134	8.98263	9.59076	9.24104	11.0087	10.6342	9.29621	10.389	11.8628	9.63085	8.60155	9.74492
sp|Q9BRQ8|AIFM2_HUMAN	9.32771	9.89722	9.10066	11.0986	9.79315	12.2114	9.94742	12.5667	7.63181	8.42536	9.53901	9.76184	10.217	9.7803	11.2781	10.1777	11.0207	9.26729	9.51551	9.44259	9.94488	9.96612	10.9303	10.8176	10.4854	10.0318	11.1037	11.2242	7.76563	7.73034
sp|Q9BRR3|TM246_HUMAN	10.1778	8.17361	10.9298	10.3378	11.221	10.5328	10.3753	8.82104	9.91638	9.51448	7.57904	23.081	8.31966	8.82426	8.30204	9.97458	9.50284	7.84057	9.28931	7.28666	9.814	10.2133	11.1388	9.10206	9.18002	11.365	10.6878	9.17666	9.7128	9.60956
