protein_id	D311	U311	S311	E311	L311	D312	U312	S312	E312	L312	D121	U121	S121	E121	L121	D122	U122	S122	E122	L122	D321	U321	S321	E321	L321	D322	U322	S322	E322	L322
sp|O00330|ODPX_HUMAN	9.13167	9.45585	9.27038	9.30323	9.71766	10.3061	10.8009	10.9364	10.7131	10.3647	9.61129	10.0668	9.4659	10.1357	9.24826	10.4252	9.76266	10.8575	10.0875	10.3392	9.1553	9.74364	9.94047	9.72812	9.99649	10.22	10.3911	11.1379	9.62985	10.0571
sp|O00339|MATN2_HUMAN	8.99846	8.70809	13.2606	10.884	12.6186	10.8628	7.3282	6.84818	10.5431	9.94797	9.37506	11.3965	11.0352	9.73355	9.09362	10.4211	9.15567	9.9578	10.0028	9.8286	8.42999	7.52341	9.77958	10.9101	12.4147	12.3469	8.45734	8.35989	10.4281	11.35
sp|O00399|DCTN6_HUMAN	9.76622	11.3891	9.73768	10.1283	8.6204	10.9619	10.3155	10.0105	9.53989	9.53047	9.81372	9.78618	9.94157	10.3756	9.53769	10.3637	10.0117	10.2723	9.73731	10.1601	9.50489	10.2963	9.59135	8.30842	10.9598	10.167	9.36929	9.4888	11.6697	10.6446
sp|O00400|ACATN_HUMAN	11.2277	10.6184	11.867	8.75868	10.4009	9.02777	8.96378	10.4385	9.73772	8.95952	9.71517	10.1211	9.88938	10.1301	11.6991	9.31705	9.68945	9.31614	9.34502	10.7775	9.51457	9.05288	10.5621	9.30467	11.25	10.0723	10.1068	9.86778	10.0329	10.2359
sp|O00401|WASL_HUMAN	10.2094	11.0433	9.9467	9.93312	8.86698	10.7468	9.78003	10.2505	9.91519	9.30793	9.87713	10.6599	9.43617	10.278	9.64522	10.1383	10.0104	10.0766	9.95812	9.92018	9.98873	10.1225	9.98372	9.66113	9.51162	9.93744	10.304	10.4585	10.0528	9.97948
sp|O00410-3|IPO5_HUMAN	9.77237	9.97958	9.80625	9.77516	9.52035	9.55982	10.5522	10.6875	9.96783	10.379	9.835	9.92374	10.5037	9.51183	10.1215	10.0497	10.3684	9.70455	9.74961	10.232	10.1721	9.56888	9.46919	9.67952	8.95351	9.64425	11.4432	11.1432	10.0217	9.90447
sp|O00411|RPOM_HUMAN	9.03012	8.5253	9.71291	9.68245	11.5662	10.0535	11.2964	11.4945	9.48696	9.15181	9.20375	9.92039	9.25777	10.1951	11.1096	10.3223	10.9164	10.6569	9.22571	9.19207	9.66839	9.64799	10.4494	10.4909	9.98744	9.80143	10.6423	10.9501	8.90839	9.45371
sp|O00422|SAP18_HUMAN	9.65769	9.80761	10.0129	9.87313	9.83745	9.75498	10.0477	9.94128	10.2903	10.7769	9.65186	10.1046	9.95224	9.83906	10.4994	9.96579	9.69117	9.16288	10.9692	10.1638	9.25817	9.41441	9.8045	9.45677	10.0219	10.1216	10.4643	9.89399	11.5354	10.0289
sp|O00423-3|EMAL1_HUMAN	9.90646	9.38772	9.19362	9.12808	9.69841	9.54056	10.2441	9.7941	11.5988	11.5082	9.56379	10.1869	9.51795	10.0816	9.35373	10.5703	9.5272	10.1667	10.5557	10.4761	9.82237	10.081	9.4495	8.78096	9.82802	9.81979	9.36196	10.334	11.3649	11.1575
sp|O00425|IF2B3_HUMAN	10.2606	10.6663	9.8789	10.3815	9.6695	10.1036	10.3376	10.3198	9.19036	9.19181	10.3526	10.3542	10.2078	10.0266	9.61888	9.82691	9.95997	10.2131	9.7783	9.66164	10.1062	10.4074	10.249	10.0788	9.62758	9.39167	10.3759	10.8091	9.62256	9.33178
sp|O00429|DNM1L_HUMAN	9.37266	9.36142	9.43877	9.7791	9.65659	9.88953	11.0247	11.1927	10.0377	10.2469	9.90137	10.1064	9.62147	9.85304	9.55951	9.99363	10.3381	10.3555	10.085	10.186	9.42939	9.89443	9.85946	9.85024	9.01817	9.81133	11.3064	11.3553	9.62634	9.84896
sp|O00442|RTCA_HUMAN	10.3971	9.91386	9.89073	9.77401	9.69004	9.99631	10.2607	10.2752	9.89043	9.91155	10.4551	9.95331	9.99808	10.153	10.2184	9.601	10.0141	9.85764	10.2049	9.54455	9.63102	10.0806	9.55855	9.00362	10.1741	9.64843	9.88889	9.84622	11.5398	10.6287
sp|O00443|P3C2A_HUMAN	9.8088	9.94935	8.97508	9.65369	10.4593	9.6463	10.1937	10.7553	9.83098	10.7274	8.99798	10.2701	9.9209	9.90463	10.3301	10.6553	10.1775	9.59172	9.54994	10.6019	9.65143	9.62964	9.74932	9.56122	10.4406	10.0394	10.1179	9.96536	10.3396	10.5054
sp|O00461|GOLI4_HUMAN	10.2567	10.2504	9.36277	10.5732	10.3106	10.2365	10.5113	10.1695	9.14815	9.18093	10.2088	10.3549	9.87444	10.8792	9.15253	10.8899	9.83439	10.7079	8.73116	9.36683	10.5964	11.0806	9.29792	9.67441	9.71658	10.6899	9.82791	9.90083	9.3435	9.87197
sp|O00462|MANBA_HUMAN	8.75908	8.28103	8.72875	8.72017	9.47387	9.54092	10.271	10.9311	12.6212	12.6729	9.05986	8.97937	9.61477	9.94477	9.58776	9.80779	10.6121	10.0386	11.2358	11.1191	9.41339	9.26458	10.2779	9.10514	10.2208	9.91481	9.35995	9.71788	11.3789	11.3465
sp|O00468|AGRIN_HUMAN	10.0776	9.93477	11.2824	10.6892	10.3936	10.1192	8.64659	7.91593	10.7375	10.2033	10.5431	10.6845	10.4115	9.51308	9.89035	9.51058	9.30614	9.28755	10.5147	10.3386	9.61419	9.34915	10.4716	11.3754	10.8891	10.3005	8.60077	8.4224	9.9044	11.0724
sp|O00469-2|PLOD2_HUMAN	12.5696	10.5766	10.1983	10.4871	10.8216	10.6412	8.52209	8.68881	8.76135	8.73345	9.62639	9.52409	11.0694	13.8728	11.2119	10.2566	8.59635	8.4446	8.70242	8.69541	13.8445	13.658	9.56582	10.2084	11.0774	9.50684	7.2645	7.15708	8.99848	8.71898
sp|O00471|EXOC5_HUMAN	9.89551	10.3717	9.78364	9.84784	9.86025	9.57504	10.1117	10.1819	10.1597	10.2127	9.37021	9.65533	9.732	10.0478	10.8364	10.1461	10.2131	9.49143	10.1257	10.3819	10.4416	9.6693	9.53404	9.89837	8.33095	10.1856	12.0937	10.3207	9.53228	9.99343
sp|O00479|HMGN4_HUMAN	10.4644	9.79519	8.92119	8.99976	7.54374	11.8235	10.6277	11.7278	10.2135	9.88318	12.3041	8.70938	10.114	10.3398	9.42181	9.80519	7.63966	11.6832	10.5416	9.44126	9.12526	9.68323	9.87273	8.11805	8.35092	10.5318	6.99744	9.92734	11.29	16.1032
sp|O00483|NDUA4_HUMAN	9.78786	9.18234	9.50228	9.39477	9.75186	9.9034	10.2686	10.567	10.9772	10.6647	10.0444	9.50299	9.82812	9.5014	10.8331	9.4912	10.1232	9.79448	10.1597	10.7213	9.76135	9.62236	9.90978	9.67366	9.55133	10.7077	11.0631	11.1694	9.34697	9.19439
sp|O00487|PSDE_HUMAN	10.4675	10.4002	10.5624	10.0875	9.41385	10.2198	9.82598	9.73842	9.84448	9.43976	9.96119	9.69236	10.1267	9.53524	9.95573	9.83327	10.2928	9.84843	10.5392	10.2151	9.95485	9.9124	9.61048	9.44667	9.83751	9.43546	10.469	10.8738	10.5389	9.92093
sp|O00505|IMA4_HUMAN	9.85146	9.72519	9.66693	9.99145	10.3747	9.98755	10.4652	9.609	10.4891	9.83946	10.3551	9.3451	10.485	10.0625	9.87032	9.8785	10.0123	9.88044	10.3363	9.77447	10.05	9.82968	9.93209	9.99861	9.28721	10.404	10.7718	10.2658	9.96402	9.49678
sp|O00519|FAAH1_HUMAN	8.79557	9.14362	8.63189	9.11951	9.57876	10.257	10.4513	11.1507	12.0582	10.8134	9.8781	16.4383	11.8331	9.79221	10.0414	8.46046	8.1978	7.56035	9.04642	8.75189	9.00887	10.0044	10.1707	8.97539	10.5712	10.1169	10.1503	10.1904	10.2866	10.5253
sp|O00534|VMA5A_HUMAN	9.49081	8.59606	9.05816	9.76861	11.6057	11.4332	8.95447	9.17062	11.0065	10.9159	10.4929	9.92257	9.89496	9.56539	9.4914	10.1303	9.9299	9.88625	10.3828	10.3035	9.51163	10.0167	10.4664	10.5119	11.0314	11.3151	8.83256	8.98538	9.30472	10.0242
sp|O00541|PESC_HUMAN	9.09564	10.6346	10.6011	10.9076	10.0424	10.67	9.42244	10.3168	8.79756	9.51182	9.90265	10.1967	9.98505	10.1682	10.0125	10.3179	9.88744	9.69299	9.87881	9.95775	9.49405	10.1039	9.79791	10.1831	9.86104	10.5901	10.7157	10.233	9.17297	9.84818
sp|O00559|RCAS1_HUMAN	9.41273	9.34678	9.59194	10.728	10.0601	10.8282	11.1724	10.287	9.32321	9.24962	9.53913	9.27534	10.0192	9.93931	9.89388	9.16341	10.28	10.6169	10.6192	10.6537	10.1364	7.53058	11.3197	10.7756	8.87842	11.565	11.1	10.3783	9.23861	9.07747
sp|O00560|SDCB1_HUMAN	9.98803	8.82969	7.40161	8.7939	10.2734	9.54291	8.10433	7.36861	15.0629	14.6346	9.22728	9.85312	8.13596	10.5813	8.98594	10.7955	8.75709	9.81325	11.5259	12.3247	9.74004	11.311	9.23122	9.17037	8.54077	9.3899	7.72259	8.3229	14.4563	12.1149
sp|O00562|PITM1_HUMAN	11.1355	11.3304	10.9136	9.63557	11.1482	9.16211	9.14645	9.2671	8.76854	9.49256	10.3079	11.7884	9.67082	9.49436	9.7839	10.2329	9.87494	10.0474	9.59318	9.2062	9.88204	9.54083	12.1857	10.6983	10.5131	9.41424	8.7818	9.30339	9.27744	10.4031
sp|O00567|NOP56_HUMAN	9.67326	9.33221	10.1992	9.49299	10.1444	9.85083	9.66558	9.7155	11.1745	10.7516	9.76081	9.76561	9.97669	9.69366	10.1095	10.0895	9.93771	9.7415	10.4988	10.4263	9.99703	9.72859	10.0541	9.98684	9.34688	10.2381	10.0896	9.68801	10.1251	10.7457
sp|O00571|DDX3X_HUMAN	10.3531	10.9947	11.6245	11.3354	10.7407	10.1292	8.95156	8.10671	8.82619	8.93785	10.6905	10.2654	10.8578	9.93507	10.1491	9.93789	9.98155	9.37294	9.54362	9.26618	10.1107	10.0798	11.0253	11.2174	10.3986	9.80466	9.69415	9.29578	9.10278	9.27081
sp|O00584|RNT2_HUMAN	10.2919	10.5717	12.9037	10.7536	10.2497	8.71669	8.48817	8.68771	9.42755	9.90937	10.0606	8.52979	10.5071	10.4955	9.45453	9.8545	10.3738	11.5557	9.75084	9.4176	12.1504	11.1965	8.96273	9.16523	8.32519	12.5269	8.98879	9.7467	11.2785	7.6591
sp|O00622|CYR61_HUMAN	11.6147	15.8794	11.0057	12.1589	9.74213	9.48678	7.39196	7.11988	7.92026	7.68035	12.3572	12.3975	10.2864	9.99233	9.53204	9.38357	8.6029	8.39452	9.01646	10.0371	9.67093	9.74261	13.0363	14.2448	9.9181	9.20216	8.58215	7.95404	8.97546	8.67348
sp|O00625|PIR_HUMAN	9.18314	8.89218	9.65669	10.7874	9.42431	10.5186	10.5235	10.5752	10.0599	10.3791	9.69054	9.922	9.4936	10.441	10.0494	10.7799	9.87126	9.806	10.2155	9.7307	9.45928	9.05515	10.5988	10.555	9.93366	9.94116	10.5553	10.5882	9.64926	9.6642
sp|O00629|IMA3_HUMAN	9.31733	10.1406	8.94514	9.93765	10.4	10.2048	10.3022	10.2715	9.99155	10.4892	9.8609	10.6821	9.85304	10.207	10.0785	10.5509	9.96861	9.47021	9.89962	9.42905	9.78932	9.91886	10.3433	9.89669	9.64178	9.4269	10.0931	10.4413	10.1414	10.3073
sp|O00743-3|PPP6_HUMAN	9.67164	10.3819	8.17527	10.3139	9.78762	10.1713	10.189	10.7779	10.0917	10.4397	9.00053	10.3603	9.4151	10.3006	9.8982	10.6458	9.91073	10.2722	9.53136	10.6652	10.0587	10.2288	9.05433	9.07851	9.52061	9.19728	10.8828	11.3405	11.495	9.14351
sp|O00748|EST2_HUMAN	9.7654	9.29615	9.04129	9.57556	10.8501	10.0147	9.68522	10.5607	10.2678	10.9432	9.92265	9.41136	9.08332	11.2749	10.3013	9.31522	10.3912	10.4705	9.81556	10.014	10.5502	10.5178	10.4269	11.2139	11.4028	10.5622	7.65171	8.56261	9.24267	9.86923
sp|O00754|MA2B1_HUMAN	9.49917	9.13777	9.69344	9.43087	9.84682	9.61853	9.65704	9.66739	11.5356	11.9134	9.63104	10.0756	9.65888	10.248	9.79712	10.0612	9.79515	10.0173	10.522	10.1938	9.76769	9.34567	9.99721	9.54871	10.0193	10.21	9.38881	9.88424	11.4791	10.3593
sp|O00763|ACACB_HUMAN	8.9658	9.88668	9.7399	9.79529	10.7888	10.8484	9.44671	9.10945	10.4352	10.9837	9.6799	9.86147	10.1536	9.79267	10.8696	10.5472	9.77564	9.24335	10.3606	9.71599	9.25107	9.36802	10.101	9.56003	10.9508	10.5657	9.54719	9.74196	10.2768	10.6373
sp|O00764|PDXK_HUMAN	9.86718	9.72785	10.1562	9.54873	10.0527	9.00792	10.826	10.3796	10.4299	10.0039	9.44133	9.94069	9.52817	10.3108	10.2569	9.95125	10.7153	10.1008	10.0899	9.66489	10.1061	10.0285	9.82082	9.74939	9.8813	9.02469	10.6727	10.87	10.4863	9.36025
sp|O00767|ACOD_HUMAN	8.4629	8.90592	9.8173	9.35817	11.5469	10.3641	11.5116	9.95327	10.7701	9.3097	6.20799	6.95637	6.86436	12.9244	11.6789	10.8961	14.9714	15.0871	6.33613	8.07726	8.89135	7.83783	5.89312	6.60545	12.8672	8.95773	13.1386	14.053	11.8692	9.88651
sp|O14495|LPP3_HUMAN	7.77328	7.47584	8.3393	8.83674	13.5916	11.1103	7.70252	8.46923	14.5051	12.1961	8.37303	7.77003	9.68684	10.4564	11.3669	11.2893	9.43134	8.38765	12.5009	10.7376	8.487	9.44485	8.29908	7.22475	13.7519	14.7691	6.86911	7.74546	11.2501	12.1586
sp|O14497|ARI1A_HUMAN	9.90247	10.2342	11.2	10.3638	9.95785	10.2253	9.63055	8.83867	9.89629	9.75086	9.95984	10.4236	10.4259	9.69472	10.0448	10.364	9.27741	9.49702	10.2303	10.0824	9.84087	9.81212	10.2951	10.1886	10.0955	10.2684	9.7584	9.8195	9.52743	10.3941
sp|O14521|DHSD_HUMAN	10.8054	9.08949	10.9284	8.68153	9.02365	8.24988	11.6265	9.92549	11.1204	10.5493	9.84608	9.11516	10.9689	8.89403	9.59117	9.11738	11.1924	9.60076	10.5445	11.1296	10.3115	11.2799	12.2618	9.6337	10.0921	10.8715	9.8757	9.08115	5.07704	11.5157
sp|O14523-2|C2C2L_HUMAN	10.3804	10.8692	8.592	9.54228	10.4951	10.5062	9.55363	9.72374	10.5776	9.75971	9.47381	9.92666	9.49527	9.16404	9.96654	10.5644	9.56157	9.61944	11.2248	11.0035	7.8443	8.32575	10.0705	10.5539	13.217	11.4043	8.85047	9.16341	9.79776	10.7727
sp|O14530|TXND9_HUMAN	10.0952	10.9875	10.659	10.9861	10.1305	9.88477	9.51693	9.18757	9.48436	9.06799	10.5697	9.94881	10.7244	10.7753	9.92243	10.1446	9.29167	9.76753	9.60006	9.25548	9.83452	9.9582	10.0174	9.66176	9.35534	9.72121	10.6751	10.4486	9.78841	10.5395
sp|O14531|DPYL4_HUMAN	11.3066	10.8952	8.45847	9.19734	9.80587	9.2118	9.89651	10.1257	10.8537	10.2488	9.72304	9.74329	9.02551	11.0418	9.86525	9.40321	10.8453	10.4928	10.2183	9.64147	11.44	12.3837	9.76694	9.56446	9.60519	8.99962	8.63138	8.95319	10.9647	9.69085
sp|O14544|SOCS6_HUMAN	9.13481	10.6479	10.5728	10.6778	10.7492	9.82514	8.70988	9.40354	9.87942	10.3995	9.85485	9.4207	10.93	10.8992	9.43459	10.1645	9.26065	9.86204	9.39472	10.7788	8.90632	9.22388	10.4775	9.61438	11.0726	10.8039	9.44315	10.2053	10.5674	9.68567
sp|O14545|TRAD1_HUMAN	9.80741	10.4467	10.6196	11.0209	9.49069	10.6751	9.10707	9.47131	9.98486	9.37637	9.89191	9.78221	9.95921	9.3208	10.2352	10.617	9.36259	8.88992	11.5514	10.3897	10.1698	10.2354	9.23705	9.26498	9.78881	10.345	9.81479	9.88744	10.5411	10.7157
sp|O14548|COX7R_HUMAN	9.61186	8.68778	10.0069	9.77628	9.66302	10.2245	9.61016	9.34777	11.3295	11.7422	10.6926	9.68441	10.0663	9.91819	9.60064	10.1562	9.99746	10.3422	10.0211	9.52087	9.54434	9.69787	9.8564	9.29663	10.2397	10.2754	9.00661	10.0679	12.0983	9.91691
sp|O14556|G3PT_HUMAN	10.2792	11.4101	9.05777	10.4169	9.33196	10.1606	9.45052	10.9925	9.38083	9.51966	9.89052	10.5775	9.30662	11.6691	9.72898	9.75117	9.60397	10.2178	9.80164	9.45276	10.5046	11.2948	10.3285	10.1146	9.64415	9.55037	9.29094	9.39871	9.87002	10.0033
sp|O14558|HSPB6_HUMAN	11.2615	10.2025	13.0547	10.7723	9.72081	9.73404	9.33105	9.18144	8.29374	8.44789	10.6893	9.27931	10.4447	11.5536	9.69392	9.50312	9.84361	10.7634	9.42692	8.8021	13.6555	9.63301	10.1949	12.2096	9.80579	10.6933	10.4536	7.31796	7.62376	8.41253
sp|O14561|ACPM_HUMAN	10.3742	7.87039	10.3939	10.1323	9.70739	10.5895	9.98705	8.39885	11.5404	11.006	9.57424	10.3489	11.8952	10.1952	9.65728	10.3841	8.16829	9.82344	9.31204	10.6413	9.59751	10.2671	11.7709	8.56902	10.9207	13.0999	6.05827	8.00994	10.1927	11.5139
sp|O14562|UBFD1_HUMAN	9.87748	9.27024	10.2847	9.76839	9.72086	9.99059	10.1817	9.76228	10.7269	10.4168	10.4726	9.13496	10.1224	9.62485	9.21926	10.1632	10.1173	10.2084	10.4864	10.4506	9.72065	9.68107	9.78291	9.1759	10.2117	10.9157	9.43528	9.63249	10.5206	10.9237
sp|O14576|DC1I1_HUMAN	9.21151	10.9302	9.68199	9.64224	11.01	10.3402	9.12213	9.62666	10.8691	9.56605	9.62509	12.6703	9.48721	9.46622	8.66706	10.767	10.3967	9.38302	10.5442	8.99318	8.71545	9.95	8.78503	9.44829	11.139	11.7165	10.0985	9.21965	10.8575	10.07
sp|O14578-4|CTRO_HUMAN	10.0211	9.31122	8.75222	8.88912	9.099	8.26875	11.9669	10.0588	11.8542	11.7787	9.95921	11.6053	10.0288	8.44711	9.42033	10.8083	8.58399	9.33965	11.1037	10.7036	9.03718	9.6159	6.26671	6.60972	5.61841	6.36172	13.725	14.2096	13.2932	15.2626
sp|O14579|COPE_HUMAN	10.4799	10.026	10.8434	9.53671	10.7296	9.75104	10.3519	9.2485	9.2965	9.73638	9.8569	11.1261	9.99582	10.6144	10.2744	10.7326	9.63659	9.65026	8.91379	9.19924	10.3048	9.72763	9.37143	8.60312	9.04684	11.2405	11.5853	10.0389	9.99948	10.082
sp|O14617-5|AP3D1_HUMAN	9.88576	10.0135	9.99499	10.0868	10.6966	9.77429	10.2529	10.4697	9.46826	9.35721	9.49909	10.415	9.80698	10.5111	10.4725	11.1238	9.51625	10.3349	8.64799	9.67246	9.58766	9.77715	9.87847	9.86491	10.3381	9.72445	10.5259	10.9211	9.76119	9.62101
sp|O14618|CCS_HUMAN	9.66187	9.95529	9.27655	9.52124	9.28264	10.3838	10.2959	10.8412	10.3601	10.4213	9.62388	10.1115	9.67916	10.3185	9.43721	9.73749	10.6697	10.4533	10.1062	9.863	9.9585	10.1062	10.1115	10.2982	9.3551	10.5701	10.1071	9.37947	9.55813	10.5557
sp|O14639|ABLM1_HUMAN	10.4303	10.2038	9.78717	9.81548	9.97804	10.1212	10.2317	9.7028	9.9667	9.76287	10.5779	9.82956	9.75469	9.77726	9.50669	9.7974	10.3788	10.102	10.4104	9.86536	9.9364	10.1931	10.377	10.1668	10.4229	9.75122	9.58095	9.79994	10.0124	9.7593
sp|O14639-5|ABLM1_HUMAN	10.5115	10.1464	8.28619	8.60695	9.61307	8.69587	10.3877	9.20074	13.3959	11.1557	11.8335	8.68796	10.2423	9.58028	9.48601	9.04406	10.2407	9.32844	11.6715	9.88528	10.3272	9.1121	10.8543	10.4072	12.0225	10.4951	9.53562	9.22488	7.5266	10.4946
sp|O14640|DVL1_HUMAN	10.2026	10.1809	10.5838	10.0984	10.2159	10.2871	10.3174	10.2859	9.00102	8.82705	9.75333	11.1303	8.6093	11.2095	9.26984	9.69682	10.546	10.2162	9.94584	9.6228	10.1586	10.4364	11.3534	10.8567	10.2773	10.3591	9.30858	9.2361	9.39052	8.62335
sp|O14641|DVL2_HUMAN	11.0567	9.02256	10.7716	9.694	9.07958	11.0324	10.9876	9.86821	9.41216	9.07511	10.0225	9.74825	10.1744	10.1164	10.2153	10.4995	9.9786	9.62014	9.94507	9.67977	10.0478	9.66958	9.29752	9.12831	10.0756	9.49823	10.0506	10.776	10.7422	10.7142
sp|O14647|CHD2_HUMAN	10.0159	10.5235	9.36331	9.60027	9.80258	9.68897	10.0873	9.86592	10.2886	10.7637	9.48733	10.7561	9.93693	9.76759	10.4493	9.90185	10.0282	9.74054	9.81745	10.1147	10.566	10.4886	9.79422	9.84632	9.40497	9.3136	9.49732	9.94857	10.784	10.3564
sp|O14653-2|GOSR2_HUMAN	10.2172	10.3813	10.489	10.0255	11.1431	9.62123	10.5706	9.74911	9.09541	8.70758	10.3315	10.1017	10.5295	9.56825	10.0944	10.1146	9.98184	9.77088	9.79333	9.71396	10.9322	9.63483	11.2697	9.29177	8.57547	11.1615	12.9104	8.84086	8.19176	9.19154
sp|O14656|TOR1A_HUMAN	8.21618	8.09884	8.99467	10.1579	11.2826	10.9322	10.54	10.8704	9.87574	11.0314	8.27347	7.96485	8.26917	8.60935	9.91201	11.563	11.3016	10.2326	11.4691	12.4048	9.31912	8.76229	10.2037	10.142	9.86233	9.79387	10.4886	11.0978	9.76428	10.5661
sp|O14657|TOR1B_HUMAN	9.68647	7.97076	10.2026	9.73952	10.3651	10.3613	9.45612	10.3305	11.106	10.7816	10.111	10.7841	9.99741	8.51537	10.0534	10.7978	9.4036	9.79818	10.0989	10.4402	9.45529	8.43343	11.0085	11.0759	9.68232	10.4619	9.44058	9.60653	10.2383	10.5973
sp|O14662|STX16_HUMAN	9.2457	11.0596	9.1167	9.77769	9.91608	10.5099	9.65117	10.6827	9.55137	10.489	10.0616	9.53129	9.70924	10.0548	10.143	9.91727	9.94587	10.2968	10.3228	10.0174	10.5172	10.0852	10.212	9.5919	7.76509	10.9425	10.9261	9.5242	10.6172	9.81861
sp|O14672|ADA10_HUMAN	8.73552	9.41924	9.77465	9.60999	10.8378	10.1824	8.91741	9.25502	11.793	11.475	9.80079	10.743	10.0149	9.84216	10.1014	10.1192	9.25295	9.50354	10.7245	9.8977	9.01611	9.60978	10.0284	9.81036	10.4513	9.90157	9.06829	9.5679	11.1971	11.3491
sp|O14678|ABCD4_HUMAN	8.83019	9.52838	10.6859	9.34299	9.39891	9.15651	9.86409	10.2278	12.1572	10.808	10.0983	10.9402	9.63216	9.38769	10.9063	9.77806	10.2689	9.19847	9.65513	10.1348	9.61571	9.04772	10.9881	10.5336	9.70113	10.3014	7.87456	9.07813	11.3329	11.5267
sp|O14681|EI24_HUMAN	10.5616	9.55234	12.3027	10.1791	9.70453	9.9685	10.1524	10.0092	8.9822	8.58751	9.59636	9.59871	11.6996	10.4619	10.1907	10.3061	9.7042	9.96538	9.18067	9.29634	10.6666	10.5004	9.63666	8.54717	8.69699	7.90601	12.0531	12.3913	10.7435	8.8583
sp|O14683|P5I11_HUMAN	10.797	11.8748	12.9503	9.35814	9.08256	9.40849	9.68396	9.81704	8.50539	8.52238	9.41298	10.1551	10.4117	9.24124	12.377	9.24476	9.23927	9.21851	9.30698	11.3924	10.5714	10.8725	10.2181	8.58974	9.74792	9.69083	10.987	10.2703	9.73662	9.31566
sp|O14730|RIOK3_HUMAN	10.7723	9.71849	9.6387	9.31495	9.71149	9.36904	10.8826	10.7732	9.85187	9.96743	9.80335	9.90451	9.5038	11.6678	9.99855	9.74893	10.2228	10.5937	9.21604	9.34051	11.0719	11.0471	10.1432	9.87545	9.87289	9.64266	10.007	9.86042	8.4974	9.98202
sp|O14734|ACOT8_HUMAN	12.2864	10.4514	12.0842	10.3154	4.97047	4.14372	11.4332	11.3754	12.5415	10.3983	10.8484	11.3778	10.4949	10.0481	6.87391	7.78157	12.6876	9.27844	11.8063	8.80289	11.468	11.599	11.7539	10.9958	5.45638	5.02355	10.7009	10.8537	10.6941	11.4546
sp|O14735|CDIPT_HUMAN	9.92167	9.45965	10.136	9.5002	9.18479	9.95608	9.73155	10.9051	10.5975	10.6075	9.28728	10.7997	9.02168	10.0269	13.4903	9.23568	9.80096	7.91575	10.4021	10.0196	9.4212	9.61279	10.3339	9.05938	9.59581	10.5431	10.7768	10.0554	9.96865	10.6328
sp|O14737|PDCD5_HUMAN	8.82584	10.8443	10.3173	10.5766	11.3956	9.86784	9.57132	8.97893	10.0747	9.54759	9.16004	9.74309	10.2335	11.0421	9.00568	10.6878	10.5161	11.5012	9.0222	9.08832	9.24048	8.56211	10.3688	11.0004	8.35135	11.1558	11.4023	10.5047	10.1844	9.22968
sp|O14744|ANM5_HUMAN	9.88171	10.2196	9.37014	9.79142	9.84089	9.82789	10.386	10.71	10.0492	9.92323	10.1685	9.82188	10.3145	10.0324	10.6845	9.58904	10.3511	9.5455	9.88033	9.6122	9.85632	10.2798	10.0096	9.64944	9.75705	9.34798	10.391	10.4948	10.0492	10.1648
sp|O14745|NHRF1_HUMAN	9.37691	10.9552	7.88894	7.21342	10.1588	8.52167	13.1412	12.1577	9.63529	10.9509	9.60573	9.69061	9.48642	8.77897	9.46691	9.44281	11.0737	11.3752	11.2815	9.79813	9.46659	9.29495	8.88056	8.2195	9.67661	9.66309	11.7247	10.7331	12.1984	10.1424
sp|O14772|FPGT_HUMAN	9.61975	10.1157	9.65363	9.72024	10.0285	10.4175	9.26559	9.89499	9.8607	11.4234	9.99461	8.87041	10.2679	10.1698	12.0201	9.27473	9.3916	9.2823	10.2225	10.506	10.4654	10.4262	10.2492	10.084	9.72949	9.61054	9.40312	9.40227	10.8542	9.77559
sp|O14773|TPP1_HUMAN	9.44323	9.26962	8.71098	9.37426	9.91156	9.78364	10.1094	11.0002	10.9944	11.4027	9.90298	9.71989	9.81751	9.82902	9.16684	10.0644	10.2068	10.5375	10.3403	10.4147	9.86018	10.2027	10.4624	10.6411	10.008	10.6391	9.37483	9.64027	9.61791	9.55349
sp|O14776|TCRG1_HUMAN	9.94195	9.91265	9.73997	10.0034	9.58319	10.3411	10.2338	10.0803	9.95995	10.2036	9.92447	10.0658	10.1404	10.0656	9.43539	10.2827	9.68843	10.1438	10.0876	10.1657	9.83034	10.4449	9.66798	10.2021	9.43104	9.59362	10.3876	10.1889	10.108	10.1457
sp|O14777|NDC80_HUMAN	10.7621	8.98402	7.22715	9.18825	8.52616	8.16659	11.7784	10.3582	11.9425	13.0666	9.80562	10.7796	9.45541	8.86087	9.55833	10.8473	9.07652	9.40369	10.9907	11.2219	9.70728	10.2193	7.22077	7.02348	6.36579	7.82997	11.2485	13.9545	13.528	12.9024
sp|O14786|NRP1_HUMAN	9.13474	9.14761	9.83506	10.1416	9.75832	9.72342	9.70518	10.0173	11.2404	11.2963	9.62421	10.3798	10.132	9.41954	10.019	9.83689	9.73228	9.35286	10.8985	10.6049	9.56788	9.77866	10.1026	9.93898	9.47258	9.87071	10.3301	10.3072	10.0037	10.6276
sp|O14787|TNPO2_HUMAN	9.82843	10.382	9.297	10.1621	10.1413	9.28996	10.2299	10.5572	10.0177	10.0946	9.63594	10.0338	10.128	9.86572	10.3299	9.86383	10.5929	9.26419	10.3223	9.9635	9.94302	9.70289	9.13355	9.82032	9.36762	9.41216	10.6589	10.5739	11.3212	10.0665
